Attackers,Defenders,AttackerWinPercentage,Outcomes
16,5,99.3917,14 0 14.657 13 0 14.5157 15 0 12.3863 12 0 12.1894 11 0 10.5859 16 0 9.138 10 0 7.5424 9 0 6.1049 8 0 3.9905 7 0 3.1044 6 0 1.8948 5 0 1.4194 4 0 0.8294 3 0 0.6093 2 0 0.2922 0 2 0.2535 0 1 0.1831 1 0 0.1305 0 3 0.124 0 4 0.038 0 5 0.0092 
16,4,99.7505,14 0 17.9196 15 0 16.4948 13 0 14.0697 16 0 13.7252 12 0 11.998 11 0 8.0313 10 0 6.2613 9 0 3.8399 8 0 2.8902 7 0 1.6889 6 0 1.2034 5 0 0.6944 4 0 0.4795 3 0 0.2615 2 0 0.1317 0 2 0.1215 0 1 0.083 1 0 0.0595 0 3 0.0374 0 4 0.0072 
16,3,99.9255,16 0 24.5256 15 0 20.7946 14 0 17.4521 13 0 13.2592 12 0 8.489 11 0 6.0819 10 0 3.5005 9 0 2.4345 8 0 1.3223 7 0 0.9138 6 0 0.479 5 0 0.3255 4 0 0.1679 3 0 0.1117 2 0 0.0471 0 2 0.04 0 1 0.0273 1 0 0.0192 0 3 0.0069 
16,2,99.986,16 0 37.1287 15 0 22.0725 14 0 18.4932 13 0 9.0884 12 0 6.2624 11 0 2.9282 10 0 1.949 9 0 0.8906 8 0 0.574 7 0 0.2592 6 0 0.1685 5 0 0.0784 4 0 0.0511 3 0 0.0239 2 0 0.0119 0 2 0.0086 0 1 0.0052 1 0 0.0044 
16,1,99.9999,16 0 65.9404 15 0 22.4937 14 0 7.6357 13 0 2.5886 12 0 0.8881 11 0 0.2944 10 0 0.1048 9 0 0.0356 8 0 0.0104 7 0 0.0046 6 0 0.0015 5 0 0.0008 3 0 0 0 1 0 
15,25,13.4381,0 10 6.276 0 12 6.1845 0 8 5.8768 0 11 5.8379 0 9 5.7151 0 13 5.4756 0 14 5.4735 0 7 5.1051 0 6 5.0361 0 15 4.518 0 5 4.3118 0 16 4.1732 0 4 4.1102 0 3 3.3648 0 17 3.2108 0 2 3.1629 3 0 2.8715 0 18 2.6465 4 0 2.3221 2 0 2.0193 0 19 1.8025 5 0 1.7685 0 1 1.5078 0 20 1.3318 6 0 1.2775 1 0 1.0834 7 0 0.8798 0 21 0.7338 8 0 0.5645 0 22 0.433 9 0 0.3323 0 23 0.1866 10 0 0.1747 11 0 0.0902 0 24 0.0714 12 0 0.037 0 25 0.0137 13 0 0.0125 14 0 0.0026 15 0 0.0007 
15,24,16.4071,0 9 6.2637 0 11 6.2162 0 7 5.8918 0 10 5.8595 0 8 5.7096 0 12 5.4843 0 13 5.4581 0 6 5.0828 0 5 5.0695 0 14 4.5302 0 4 4.2578 0 15 4.1909 0 3 4.0978 3 0 3.4364 0 2 3.346 0 16 3.1785 4 0 2.7496 0 17 2.6681 2 0 2.4671 5 0 2.1755 0 18 1.7998 0 1 1.7059 6 0 1.5671 0 19 1.331 1 0 1.247 7 0 1.1195 0 20 0.7484 8 0 0.7383 9 0 0.4553 0 21 0.4292 10 0 0.2517 0 22 0.1857 11 0 0.1206 0 23 0.0728 12 0 0.0543 13 0 0.0175 0 24 0.0129 14 0 0.0051 15 0 0.0006 
15,23,19.505,0 8 6.284 0 10 6.1774 0 6 5.8855 0 9 5.8809 0 7 5.6737 0 11 5.5027 0 12 5.4258 0 5 5.1213 0 4 5.038 0 13 4.5097 0 3 4.266 0 14 4.1896 0 2 4.1224 3 0 3.9056 4 0 3.2966 0 15 3.1944 2 0 2.6785 0 16 2.6479 5 0 2.5971 6 0 1.988 0 1 1.975 0 17 1.8171 7 0 1.4427 1 0 1.4058 0 18 1.3447 8 0 0.9548 0 19 0.7409 9 0 0.6033 0 20 0.4314 10 0 0.3415 0 21 0.187 11 0 0.1788 12 0 0.0772 0 22 0.064 13 0 0.0258 0 23 0.0133 14 0 0.0073 15 0 0.0005 
15,22,23.3504,0 7 6.2983 0 9 6.251 0 8 5.864 0 5 5.8345 0 6 5.6792 0 10 5.4778 0 11 5.449 0 3 5.0733 0 4 5.0613 0 12 4.527 3 0 4.5011 0 2 4.2873 0 13 4.152 4 0 3.7774 0 14 3.206 2 0 3.1856 5 0 3.1115 0 15 2.6599 6 0 2.4338 0 1 2.2147 0 16 1.819 7 0 1.8181 1 0 1.5695 0 17 1.3293 8 0 1.2379 9 0 0.793 0 18 0.7495 10 0 0.4803 0 19 0.4451 11 0 0.2583 0 20 0.1847 12 0 0.1202 0 21 0.0732 13 0 0.0482 14 0 0.0128 0 22 0.0113 15 0 0.0012 
15,21,27.3249,0 6 6.3603 0 8 6.1851 0 7 5.888 0 4 5.8716 0 5 5.6664 0 9 5.5059 0 10 5.4371 0 3 5.0973 0 2 5.0658 3 0 4.9972 0 11 4.5263 4 0 4.4232 0 12 4.1996 5 0 3.663 2 0 3.4009 0 13 3.1919 6 0 2.9602 0 14 2.6508 0 1 2.468 7 0 2.2351 0 15 1.8227 1 0 1.7804 8 0 1.5884 0 16 1.2984 9 0 1.0398 0 17 0.7328 10 0 0.6286 0 18 0.4403 11 0 0.3555 0 19 0.1818 12 0 0.1642 0 20 0.0685 13 0 0.065 14 0 0.019 0 21 0.0144 15 0 0.0029 
15,20,32.2527,0 5 6.2453 0 7 6.1963 0 6 5.8892 0 3 5.8584 3 0 5.6917 0 4 5.6672 0 9 5.487 0 8 5.4492 0 2 5.0912 4 0 4.9918 0 10 4.5228 5 0 4.3541 0 11 4.1841 2 0 3.8759 6 0 3.5023 0 12 3.2057 7 0 2.7952 0 13 2.6928 0 1 2.6771 8 0 2.0077 1 0 1.9286 0 14 1.7901 9 0 1.3785 0 15 1.335 10 0 0.8628 0 16 0.7486 11 0 0.4917 0 17 0.4409 12 0 0.2434 0 18 0.1835 13 0 0.0914 0 19 0.0669 14 0 0.0306 0 20 0.014 15 0 0.0055 
15,19,37.1129,0 4 6.2859 0 6 6.191 3 0 6.0721 0 2 5.8398 0 5 5.8386 0 3 5.7039 4 0 5.696 0 7 5.493 0 8 5.4372 5 0 4.906 0 9 4.5402 6 0 4.2365 0 10 4.2185 2 0 4.0583 7 0 3.3822 0 11 3.2274 0 1 2.9022 0 12 2.662 8 0 2.5405 1 0 2.0854 9 0 1.796 0 13 1.7841 0 14 1.3108 10 0 1.1416 0 15 0.7448 11 0 0.6682 0 16 0.4454 12 0 0.3306 0 17 0.181 13 0 0.1452 0 18 0.0649 14 0 0.0457 0 19 0.0145 15 0 0.0071 
15,18,42.7813,3 0 6.7568 0 3 6.3266 0 5 6.2581 4 0 6.0998 0 4 5.8806 0 2 5.7115 5 0 5.7102 0 6 5.4978 0 7 5.4814 6 0 4.8308 2 0 4.4625 0 8 4.4537 0 9 4.215 7 0 4.0986 0 10 3.1767 8 0 3.1387 0 1 2.9922 0 11 2.6883 9 0 2.2989 1 0 2.1627 0 12 1.7985 10 0 1.5392 0 13 1.3029 11 0 0.9034 0 14 0.7441 12 0 0.4875 0 15 0.434 13 0 0.202 0 16 0.1774 14 0 0.0748 0 17 0.065 15 0 0.0139 0 18 0.0131 
15,17,48.3962,4 0 6.8766 3 0 6.8225 0 2 6.279 5 0 6.2513 0 4 6.1318 0 3 5.8976 6 0 5.7405 0 5 5.4817 0 6 5.4674 7 0 4.7669 0 7 4.5231 2 0 4.4942 0 8 4.1843 8 0 3.8512 0 9 3.1959 0 1 3.1732 9 0 2.8948 0 10 2.6603 1 0 2.2713 10 0 2.0215 0 11 1.8096 0 12 1.3341 11 0 1.2663 0 13 0.7577 12 0 0.6797 0 14 0.4419 13 0 0.3297 0 15 0.1846 14 0 0.1041 0 16 0.0645 15 0 0.0241 0 17 0.0154 
15,16,54.6352,3 0 7.3743 4 0 7.0575 5 0 7.0342 6 0 6.3112 0 3 6.2205 0 2 5.8725 7 0 5.6934 0 4 5.4798 0 5 5.4647 2 0 4.7436 8 0 4.6164 0 6 4.5211 0 7 4.2041 9 0 3.6254 0 8 3.1744 0 1 3.1715 0 9 2.6717 10 0 2.5821 1 0 2.2753 0 10 1.8159 11 0 1.6764 0 11 1.3194 12 0 0.9855 0 12 0.7526 13 0 0.4528 0 13 0.4385 0 14 0.1751 14 0 0.1687 0 15 0.0691 15 0 0.0369 0 16 0.0123 
15,15,60.4953,4 0 7.6645 5 0 7.3365 3 0 7.172 6 0 7.1536 7 0 6.3557 0 2 6.2304 8 0 5.5643 0 3 5.5169 0 4 5.4659 2 0 4.5684 0 5 4.5019 9 0 4.4563 0 6 4.1923 10 0 3.3502 0 1 3.2127 0 7 3.1738 0 8 2.6733 1 0 2.2809 11 0 2.2587 0 9 1.793 12 0 1.3216 0 10 1.3105 0 11 0.7391 13 0 0.6837 0 12 0.4287 14 0 0.2574 0 13 0.18 0 14 0.0707 15 0 0.07 0 15 0.014 
15,14,66.8686,5 0 7.9684 6 0 7.5435 4 0 7.4764 3 0 7.4359 7 0 7.3276 8 0 6.4089 0 2 5.4976 0 3 5.4477 9 0 5.4309 2 0 4.6093 0 4 4.5121 10 0 4.1981 0 5 4.1655 0 6 3.1708 0 1 3.0526 11 0 2.9514 0 7 2.7003 1 0 2.1888 12 0 1.8669 0 8 1.798 0 9 1.3383 13 0 0.9601 0 10 0.7426 0 11 0.44 14 0 0.4031 0 12 0.1806 15 0 0.0978 0 13 0.0706 0 14 0.0133 
15,13,72.5151,6 0 8.3277 5 0 7.8001 4 0 7.7815 7 0 7.7773 8 0 7.4909 3 0 6.7549 9 0 6.3783 0 2 5.4791 10 0 5.2234 0 3 4.5464 2 0 4.267 0 4 4.1756 11 0 3.8993 0 5 3.1655 0 1 2.9006 0 6 2.6767 12 0 2.518 1 0 2.0836 0 7 1.806 13 0 1.4422 0 8 1.3013 0 9 0.7262 14 0 0.5989 0 10 0.4458 0 11 0.1778 15 0 0.1705 0 12 0.0719 0 13 0.0107 
15,12,78.2839,7 0 8.6874 6 0 8.2533 5 0 8.172 8 0 8.1068 9 0 7.6009 4 0 7.1024 3 0 6.6865 10 0 6.3545 11 0 4.9404 0 2 4.5247 0 3 4.1947 2 0 3.9139 12 0 3.414 0 4 3.1949 0 5 2.679 0 1 2.58 13 0 1.9839 1 0 1.8514 0 6 1.8047 0 7 1.3221 14 0 0.9476 0 8 0.7227 0 9 0.4329 15 0 0.2674 0 10 0.1808 0 11 0.0645 0 12 0.0139 
15,11,83.0336,8 0 9.1385 7 0 8.6889 6 0 8.6533 9 0 8.3577 10 0 7.7086 5 0 7.5153 4 0 7.0096 11 0 6.184 3 0 5.5851 12 0 4.4904 0 2 4.2289 2 0 3.3805 0 3 3.1905 13 0 2.8817 0 4 2.6637 0 1 2.325 0 5 1.7984 1 0 1.6345 14 0 1.3367 0 6 1.3206 0 7 0.7285 15 0 0.4673 0 8 0.4421 0 9 0.1829 0 10 0.0716 0 11 0.0131 
15,10,87.7237,9 0 9.643 7 0 9.2324 8 0 9.1813 10 0 8.7311 6 0 7.9402 11 0 7.6425 5 0 7.3516 12 0 5.9291 4 0 5.852 3 0 5.2352 13 0 3.9268 0 2 3.2014 2 0 2.9046 0 3 2.6636 14 0 2.0992 0 1 1.8665 0 4 1.8136 1 0 1.3411 0 5 1.3095 0 6 0.7408 15 0 0.7121 0 7 0.4203 0 8 0.1773 0 9 0.0693 0 10 0.013 
15,9,91.2501,10 0 10.0991 9 0 9.8818 8 0 9.8614 11 0 9.0914 7 0 8.4124 6 0 7.8069 12 0 7.5698 5 0 6.1102 4 0 5.3795 13 0 5.3779 3 0 3.9837 14 0 2.9978 0 2 2.6603 2 0 2.3181 0 3 1.8024 0 1 1.5312 0 4 1.318 15 0 1.2597 1 0 1.0989 0 5 0.725 0 6 0.4452 0 7 0.1807 0 8 0.0722 0 9 0.014 
15,8,94.3638,11 0 10.7705 10 0 10.6572 9 0 10.6296 12 0 9.2808 8 0 9.046 7 0 8.3106 13 0 7.2953 6 0 6.4532 5 0 5.5837 14 0 4.5297 4 0 4.0001 3 0 3.3114 15 0 1.9299 0 2 1.7856 2 0 1.7679 0 3 1.3072 0 1 1.1114 1 0 0.7964 0 4 0.7355 0 5 0.433 0 6 0.1836 0 7 0.0671 0 8 0.012 
15,7,96.4542,11 0 11.6344 10 0 11.5177 12 0 11.4476 9 0 9.8055 13 0 9.5473 8 0 8.9072 7 0 6.7519 14 0 6.3307 6 0 5.7509 5 0 4.0921 15 0 3.3781 4 0 3.31 3 0 2.1876 0 2 1.323 2 0 1.2339 0 1 0.7925 0 3 0.7332 1 0 0.5578 0 4 0.4336 0 5 0.1784 0 6 0.0692 0 7 0.0152 
15,6,98.0523,11 0 12.9419 12 0 12.9009 13 0 12.251 10 0 10.8202 9 0 9.6105 14 0 9.2219 8 0 7.1354 7 0 5.9706 15 0 5.1494 6 0 4.0097 5 0 3.2123 4 0 2.0812 3 0 1.606 2 0 0.8024 0 2 0.7531 0 1 0.4817 0 3 0.438 1 0 0.3374 0 4 0.1901 0 5 0.0696 0 6 0.0146 
15,5,99.0322,13 0 14.6968 12 0 14.6023 14 0 12.376 11 0 12.0879 10 0 10.5027 15 0 9.1091 9 0 7.5364 8 0 6.0781 7 0 4.0597 6 0 3.1168 5 0 1.9299 4 0 1.4232 3 0 0.8478 2 0 0.4585 0 2 0.4203 0 1 0.2804 1 0 0.2055 0 3 0.1811 0 4 0.0696 0 5 0.0159 
15,4,99.5989,13 0 17.8339 14 0 16.4991 12 0 14.0228 15 0 13.8026 11 0 11.9989 10 0 8.0655 9 0 6.2794 8 0 3.882 7 0 2.8838 6 0 1.6605 5 0 1.2054 4 0 0.6734 3 0 0.4864 2 0 0.2119 0 2 0.1836 0 1 0.1304 1 0 0.0918 0 3 0.0721 0 4 0.0146 
15,3,99.8645,15 0 24.4174 14 0 20.8808 13 0 17.4323 12 0 13.2562 11 0 8.5168 10 0 6.0938 9 0 3.4995 8 0 2.4513 7 0 1.3147 6 0 0.9158 5 0 0.4662 4 0 0.3243 3 0 0.1701 2 0 0.0858 0 2 0.0713 0 1 0.0509 1 0 0.038 0 3 0.013 
15,2,99.9747,15 0 37.179 14 0 22.1474 13 0 18.3714 12 0 9.0968 11 0 6.243 10 0 2.9364 9 0 1.9437 8 0 0.8997 7 0 0.5712 6 0 0.2604 5 0 0.1675 4 0 0.0782 3 0 0.0492 2 0 0.0209 0 2 0.0138 0 1 0.0113 1 0 0.0084 
15,1,100,15 0 65.9513 14 0 22.4225 13 0 7.6674 12 0 2.6217 11 0 0.8831 10 0 0.3035 9 0 0.0984 8 0 0.0331 7 0 0.0104 6 0 0.0049 5 0 0.0015 4 0 0.0008 3 0 0.0001 
14,25,10.0138,0 11 6.5181 0 13 6.5037 0 12 6.1444 0 9 5.9913 0 10 5.904 0 14 5.7306 0 15 5.6956 0 8 5.2289 0 7 5.064 0 16 4.6966 0 6 4.2916 0 17 4.2696 0 5 4.1156 0 4 3.2762 0 18 3.2073 0 3 3.0617 0 19 2.6452 0 2 2.4304 3 0 2.2953 4 0 1.763 2 0 1.731 0 20 1.704 5 0 1.2682 0 1 1.2245 0 21 1.1901 6 0 0.8725 1 0 0.8699 0 22 0.6252 7 0 0.56 8 0 0.3396 0 23 0.3298 9 0 0.1757 0 24 0.1096 10 0 0.0886 11 0 0.0339 0 25 0.0257 12 0 0.0123 13 0 0.0021 14 0 0.0003 
14,24,12.2148,0 10 6.496 0 12 6.4635 0 11 6.1719 0 8 5.9927 0 9 5.9095 0 13 5.6917 0 14 5.6564 0 7 5.1683 0 6 5.1438 0 15 4.6893 0 16 4.3005 0 5 4.2387 0 4 4.0638 0 3 3.3411 0 17 3.2359 0 2 3.0749 3 0 2.7408 0 18 2.6306 4 0 2.1516 2 0 1.9472 0 19 1.7364 5 0 1.5898 0 1 1.4799 0 20 1.1988 6 0 1.1218 1 0 1.0362 7 0 0.7318 0 21 0.643 8 0 0.4461 0 22 0.3176 9 0 0.2506 10 0 0.1197 0 23 0.1086 11 0 0.0548 0 24 0.0299 12 0 0.0172 13 0 0.0052 14 0 0.0006 
14,23,15.1197,0 9 6.56 0 11 6.4583 0 10 6.0776 0 7 6.0172 0 8 5.9052 0 12 5.7327 0 13 5.7189 0 6 5.2369 0 5 5.0799 0 14 4.7162 0 15 4.312 0 4 4.2543 0 3 4.0271 3 0 3.3231 0 2 3.2927 0 16 3.188 0 17 2.6192 4 0 2.5695 2 0 2.4102 5 0 2.0008 0 18 1.718 0 1 1.6831 6 0 1.4156 1 0 1.1984 0 19 1.1956 7 0 0.9737 0 20 0.6257 8 0 0.5996 9 0 0.3429 0 21 0.3182 10 0 0.1798 0 22 0.1139 11 0 0.0695 0 23 0.0273 12 0 0.0259 13 0 0.0081 14 0 0.0012 
14,22,18.1226,0 8 6.5487 0 10 6.4525 0 9 6.1136 0 6 5.9956 0 7 5.9063 0 11 5.746 0 12 5.7253 0 5 5.1382 0 4 5.0924 0 13 4.7008 0 14 4.3125 0 3 4.2583 0 2 4.0642 3 0 3.7828 0 15 3.2308 4 0 3.1656 0 16 2.619 2 0 2.6174 5 0 2.4138 0 1 1.9646 6 0 1.8225 0 17 1.7339 1 0 1.3834 7 0 1.2601 0 18 1.188 8 0 0.8021 0 19 0.6229 9 0 0.4637 0 20 0.3243 10 0 0.2381 11 0 0.1141 0 21 0.1103 12 0 0.0431 0 22 0.027 13 0 0.0128 14 0 0.0017 
14,21,21.9054,0 7 6.5892 0 9 6.4721 0 8 6.0953 0 5 6.0278 0 6 5.8803 0 10 5.7304 0 11 5.6898 0 4 5.1511 0 3 5.0916 0 12 4.6869 3 0 4.4429 0 13 4.302 0 2 4.2973 4 0 3.6579 0 14 3.2368 2 0 3.1943 5 0 2.9591 0 15 2.6594 6 0 2.2519 0 1 2.1913 0 16 1.7356 7 0 1.577 1 0 1.5567 0 17 1.197 8 0 1.0449 9 0 0.6287 0 18 0.615 10 0 0.3549 0 19 0.3145 11 0 0.1508 0 20 0.103 12 0 0.0649 0 21 0.0261 13 0 0.0174 14 0 0.0026 
14,20,25.8709,0 6 6.5227 0 8 6.4848 0 7 6.1157 0 4 6.0318 0 5 5.8857 0 9 5.7593 0 10 5.704 0 3 5.2066 0 2 5.1135 3 0 4.9692 0 11 4.6926 4 0 4.3406 0 12 4.2815 5 0 3.5394 2 0 3.3766 0 13 3.2316 6 0 2.7688 0 14 2.6121 0 1 2.4958 7 0 2.0518 1 0 1.7795 0 15 1.7015 8 0 1.3526 0 16 1.1932 9 0 0.8591 0 17 0.6352 10 0 0.4728 0 18 0.3264 11 0 0.2346 0 19 0.1042 12 0 0.0929 0 20 0.0289 13 0 0.0265 14 0 0.0051 
14,19,30.7292,0 5 6.522 0 7 6.4577 0 6 6.1137 0 3 6.0181 0 4 5.8955 0 8 5.7264 3 0 5.716 0 9 5.6927 0 2 5.2152 4 0 4.91 0 10 4.7462 0 11 4.3293 5 0 4.1937 2 0 3.9412 6 0 3.3236 0 12 3.2475 0 1 2.7038 0 13 2.6481 7 0 2.5496 1 0 1.9115 8 0 1.7943 0 14 1.7086 0 15 1.1692 9 0 1.1455 10 0 0.6966 0 16 0.6209 11 0 0.3425 0 17 0.3205 12 0 0.1504 0 18 0.1083 13 0 0.0444 0 19 0.0252 14 0 0.0085 
14,18,35.7174,0 4 6.5367 0 6 6.4843 3 0 6.1431 0 5 6.1066 0 2 5.9414 0 3 5.8758 0 7 5.7746 4 0 5.7494 0 8 5.7071 5 0 4.8339 0 9 4.6923 0 10 4.3267 2 0 4.137 6 0 4.0825 0 11 3.2124 7 0 3.1556 0 1 2.9564 0 12 2.6379 8 0 2.2765 1 0 2.1081 0 13 1.7356 9 0 1.5478 0 14 1.1907 10 0 0.9047 0 15 0.6292 11 0 0.4935 0 16 0.3342 12 0 0.2042 0 17 0.1111 13 0 0.0671 0 18 0.0278 14 0 0.0126 
14,17,41.6092,3 0 6.8776 0 3 6.5606 0 5 6.4723 4 0 6.2472 0 4 6.1468 0 2 5.8769 0 6 5.7258 5 0 5.7106 0 7 5.6744 6 0 4.7391 0 8 4.6746 2 0 4.5709 0 9 4.3027 7 0 3.912 0 10 3.2228 0 1 3.1149 8 0 2.9236 0 11 2.6417 1 0 2.2363 9 0 2.004 0 12 1.7166 10 0 1.2564 0 13 1.1864 11 0 0.6802 0 14 0.6182 12 0 0.3245 0 15 0.3166 0 16 0.1087 13 0 0.1016 0 17 0.0291 14 0 0.0238 
14,16,47.2541,3 0 7.0749 4 0 7.0175 0 2 6.5097 0 4 6.4733 5 0 6.274 0 3 6.1201 0 5 5.7502 0 6 5.7174 6 0 5.6641 0 7 4.6935 2 0 4.6689 7 0 4.6628 0 8 4.2813 8 0 3.6473 0 1 3.2919 0 9 3.2458 0 10 2.6358 9 0 2.5711 1 0 2.3668 0 11 1.7345 10 0 1.6748 0 12 1.1975 11 0 0.9657 0 13 0.6347 12 0 0.4547 0 14 0.3196 13 0 0.1724 0 15 0.1121 14 0 0.0377 0 16 0.0269 
14,15,53.8271,3 0 7.704 4 0 7.3475 5 0 7.1922 0 3 6.4225 6 0 6.3844 0 2 6.1278 0 4 5.7588 0 5 5.6617 7 0 5.5545 2 0 4.9336 0 6 4.6637 8 0 4.4397 0 7 4.302 0 1 3.355 9 0 3.3394 0 8 3.2362 0 9 2.6511 1 0 2.3543 10 0 2.2711 0 10 1.7267 11 0 1.3151 0 11 1.1873 12 0 0.6763 0 12 0.6175 0 13 0.3261 13 0 0.2526 0 14 0.1058 14 0 0.061 0 15 0.0292 
14,14,59.8736,4 0 8.0157 5 0 7.5806 3 0 7.5281 6 0 7.2927 0 2 6.4331 7 0 6.3536 0 3 5.7105 0 4 5.6986 8 0 5.4553 2 0 4.772 0 5 4.7095 0 6 4.341 9 0 4.1992 0 1 3.3476 0 7 3.2479 10 0 2.9526 0 8 2.6703 1 0 2.4044 11 0 1.8708 0 9 1.6977 0 10 1.1886 12 0 0.9505 0 11 0.6217 13 0 0.4017 0 12 0.3171 0 13 0.1136 14 0 0.095 0 14 0.0278 
14,13,66.456,5 0 8.3204 6 0 7.8406 4 0 7.8003 3 0 7.7628 7 0 7.5236 8 0 6.3252 0 2 5.743 0 3 5.7015 9 0 5.2221 2 0 4.8239 0 4 4.6845 0 5 4.3377 10 0 3.8715 0 6 3.2012 0 1 3.1789 0 7 2.649 11 0 2.5319 1 0 2.2441 0 8 1.7573 12 0 1.424 0 9 1.1883 0 10 0.6317 13 0 0.5941 0 11 0.3255 14 0 0.1701 0 12 0.1165 0 13 0.0276 
14,12,72.3726,6 0 8.6983 5 0 8.218 4 0 8.1865 7 0 8.1037 8 0 7.5763 3 0 7.1883 9 0 6.3419 0 2 5.6601 10 0 4.9232 0 3 4.7031 2 0 4.4093 0 4 4.3188 11 0 3.4026 0 5 3.2451 0 1 3.0577 0 6 2.6294 1 0 2.1392 12 0 1.9867 0 7 1.7368 0 8 1.1865 13 0 0.9386 0 9 0.6285 0 10 0.3215 14 0 0.2586 0 11 0.1095 0 12 0.0292 
14,11,78.4388,7 0 9.1072 6 0 8.7177 5 0 8.6698 8 0 8.3781 9 0 7.6619 4 0 7.5086 3 0 6.9842 10 0 6.1656 0 2 4.7223 11 0 4.5352 0 3 4.3096 2 0 4.0811 0 4 3.2116 12 0 2.8681 0 1 2.6808 0 5 2.6661 1 0 1.9281 0 6 1.7285 13 0 1.3599 0 7 1.1745 0 8 0.6121 14 0 0.4719 0 9 0.3192 0 10 0.105 0 11 0.0304 
14,10,83.4335,8 0 9.5653 6 0 9.2379 7 0 9.1704 9 0 8.743 5 0 7.9433 10 0 7.6757 4 0 7.3669 11 0 5.907 3 0 5.8613 0 2 4.2978 12 0 3.9272 2 0 3.5052 0 3 3.2079 0 4 2.6469 0 1 2.4086 13 0 2.1193 0 5 1.7421 1 0 1.6939 0 6 1.1794 14 0 0.7157 0 7 0.6215 0 8 0.3191 0 9 0.1129 0 10 0.0293 
14,9,88.1952,9 0 10.1236 8 0 9.8256 7 0 9.8144 10 0 9.0002 6 0 8.4617 5 0 7.8011 11 0 7.5844 4 0 6.1512 12 0 5.4317 3 0 5.3642 0 2 3.2059 2 0 3.0131 13 0 2.9934 0 3 2.6582 0 1 1.9084 0 4 1.7293 1 0 1.3678 14 0 1.2614 0 5 1.2004 0 6 0.6246 0 7 0.3352 0 8 0.1126 0 9 0.0293 
14,8,91.8456,10 0 10.6846 9 0 10.6831 8 0 10.631 11 0 9.2429 7 0 9.0834 6 0 8.3249 12 0 7.2675 5 0 6.395 4 0 5.581 13 0 4.5704 3 0 4.0015 0 2 2.6485 2 0 2.3298 14 0 1.9373 0 3 1.7028 0 1 1.5338 0 4 1.188 1 0 1.1118 0 5 0.6213 0 6 0.3231 0 7 0.1073 0 8 0.0288 
14,7,94.9025,10 0 11.5767 9 0 11.5644 11 0 11.3736 8 0 9.8773 12 0 9.5711 7 0 8.886 6 0 6.7716 13 0 6.2893 5 0 5.7721 4 0 4.0214 14 0 3.4021 3 0 3.2968 0 2 1.7408 2 0 1.7295 0 3 1.2035 0 1 1.0813 1 0 0.7692 0 4 0.6181 0 5 0.3174 0 6 0.1062 0 7 0.0295 
14,6,97.0154,10 0 12.9646 11 0 12.8753 12 0 12.2934 9 0 10.8068 8 0 9.687 13 0 9.1353 7 0 7.1264 6 0 5.9634 14 0 5.0848 5 0 4.0361 4 0 3.2557 3 0 2.0946 0 2 1.1737 2 0 1.1596 0 1 0.7268 0 3 0.6148 1 0 0.531 0 4 0.3331 0 5 0.1073 0 6 0.0283 
14,5,98.5028,12 0 14.6766 11 0 14.5796 13 0 12.3721 10 0 12.1432 9 0 10.571 14 0 9.1301 8 0 7.5623 7 0 6.0296 6 0 3.9969 5 0 3.0977 4 0 1.9139 3 0 1.447 2 0 0.6893 0 2 0.6181 0 1 0.4144 0 3 0.3282 1 0 0.2921 0 4 0.1069 0 5 0.0291 
14,4,99.3214,12 0 17.8372 13 0 16.423 11 0 14.152 14 0 13.7693 10 0 11.9792 9 0 8.0771 8 0 6.2784 7 0 3.8778 6 0 2.8514 5 0 1.6743 4 0 1.21 3 0 0.6863 2 0 0.3559 0 2 0.3211 0 1 0.2196 1 0 0.1481 0 3 0.1111 0 4 0.0264 
14,3,99.7827,14 0 24.5518 13 0 20.7744 12 0 17.4155 11 0 13.2004 10 0 8.5078 9 0 6.108 8 0 3.5168 7 0 2.4426 6 0 1.3431 5 0 0.9077 4 0 0.4854 3 0 0.3265 2 0 0.1409 0 2 0.1054 0 1 0.0813 1 0 0.0604 0 3 0.0303 
14,2,99.9493,14 0 37.1917 13 0 22.1732 12 0 18.4314 11 0 9.0231 10 0 6.2265 9 0 2.9189 8 0 1.9408 7 0 0.9004 6 0 0.5781 5 0 0.2673 4 0 0.1694 3 0 0.0752 2 0 0.0374 0 2 0.0273 0 1 0.0232 1 0 0.0145 
14,1,100,14 0 65.9193 13 0 22.5452 12 0 7.6099 11 0 2.5773 10 0 0.8975 9 0 0.3013 8 0 0.0993 7 0 0.0342 6 0 0.0102 5 0 0.0035 4 0 0.0008 3 0 0.0003 
13,25,7.0893,0 12 6.817 0 14 6.7497 0 13 6.4334 0 10 6.154 0 11 6.0741 0 15 6.0186 0 16 5.9387 0 9 5.2737 0 8 5.1357 0 17 4.9258 0 18 4.4214 0 7 4.2494 0 6 3.9941 0 19 3.2816 0 5 3.2227 0 4 2.9626 0 20 2.5795 0 3 2.2895 0 2 2.0644 3 0 1.7514 0 21 1.5987 2 0 1.2867 4 0 1.2826 0 22 1.0103 0 1 0.9843 5 0 0.877 1 0 0.6828 6 0 0.5535 0 23 0.4762 7 0 0.3335 0 24 0.2076 8 0 0.1776 9 0 0.092 0 25 0.0452 10 0 0.0355 11 0 0.0122 12 0 0.0028 13 0 0.0004 
