Attackers,Defenders,AttackerWinPercentage,Outcomes
24,20,81.8378,10 0 6.4694 8 0 6.4611 9 0 6.3091 7 0 5.9742 11 0 5.9588 6 0 5.9375 12 0 5.6623 5 0 5.1937 4 0 5.0214 13 0 4.9718 14 0 4.3858 3 0 4.1806 15 0 3.5443 0 2 3.3228 16 0 2.7948 0 3 2.698 2 0 2.6052 0 4 2.5202 17 0 2.011 0 5 1.9453 0 1 1.7979 0 6 1.7 18 0 1.3911 1 0 1.2563 0 7 1.2295 0 8 0.985 19 0 0.8645 0 9 0.671 0 10 0.5161 20 0 0.4659 0 11 0.3139 21 0 0.2443 0 12 0.2161 0 13 0.1204 22 0 0.0985 0 14 0.0701 0 15 0.0323 23 0 0.0298 0 16 0.0143 0 17 0.0052 24 0 0.004 0 18 0.0022 0 19 0 
24,19,85.4438,9 0 6.6538 11 0 6.6074 10 0 6.4664 8 0 6.2013 7 0 6.1363 12 0 6.069 13 0 5.7314 6 0 5.3469 5 0 5.172 14 0 4.9088 4 0 4.3151 15 0 4.2415 3 0 4.0531 16 0 3.3424 0 2 2.7109 17 0 2.5288 0 3 2.5114 2 0 2.3871 0 4 1.9356 18 0 1.8014 0 5 1.6753 0 1 1.5242 0 6 1.2094 19 0 1.145 1 0 1.1053 0 7 1.0094 0 8 0.6849 20 0 0.6825 0 9 0.5155 21 0 0.3446 0 10 0.3121 0 11 0.2122 22 0 0.1479 0 12 0.1209 0 13 0.0739 23 0 0.0445 0 14 0.0361 0 15 0.0152 24 0 0.0089 0 16 0.006 0 17 0.0013 0 18 0.0001 
24,18,88.2721,10 0 6.9052 12 0 6.7127 11 0 6.6584 9 0 6.3905 8 0 6.3803 13 0 6.1179 14 0 5.7258 7 0 5.5384 6 0 5.3168 15 0 4.882 5 0 4.4731 4 0 4.1235 16 0 4.0985 3 0 3.3248 17 0 3.1453 0 2 2.4973 18 0 2.3054 2 0 1.9889 0 3 1.9496 0 4 1.676 19 0 1.4981 0 1 1.3563 0 5 1.2547 0 6 1.0039 1 0 0.9728 20 0 0.9306 0 7 0.6824 0 8 0.5197 21 0 0.4942 0 9 0.3325 0 10 0.2163 22 0 0.2053 0 11 0.1157 0 12 0.0697 23 0 0.0695 0 13 0.0302 0 14 0.0152 24 0 0.0117 0 15 0.0058 0 16 0.0008 0 17 0.0001 
24,17,91.0605,11 0 7.1617 13 0 6.9031 12 0 6.8883 10 0 6.6031 9 0 6.5545 14 0 6.2394 8 0 5.7542 15 0 5.6474 7 0 5.5308 16 0 4.7707 6 0 4.5629 5 0 4.2597 17 0 3.8715 4 0 3.3952 3 0 3.0893 18 0 2.891 19 0 1.9885 0 2 1.933 2 0 1.749 0 3 1.6784 20 0 1.2925 0 4 1.2314 0 1 1.1446 0 5 0.9929 1 0 0.7906 21 0 0.6719 0 6 0.6696 0 7 0.5135 22 0 0.3154 0 8 0.3144 0 9 0.2222 0 10 0.1174 23 0 0.1027 0 11 0.0682 0 12 0.0313 24 0 0.0247 0 13 0.0135 0 14 0.0054 0 15 0.0015 0 16 0.0004 0 17 0.0001 
24,16,93.1777,12 0 7.4414 13 0 7.1333 14 0 7.0442 10 0 6.8685 11 0 6.8598 15 0 6.2545 9 0 5.9149 8 0 5.7016 16 0 5.6689 7 0 4.7441 17 0 4.6299 6 0 4.3442 18 0 3.6384 5 0 3.4501 4 0 3.0771 19 0 2.6045 3 0 2.386 0 2 1.7157 20 0 1.6878 2 0 1.3952 0 3 1.2059 21 0 0.9973 0 4 0.993 0 1 0.9383 0 5 0.6737 1 0 0.6709 0 6 0.5187 22 0 0.4538 0 7 0.3132 0 8 0.2132 23 0 0.1725 0 9 0.1208 0 10 0.0749 24 0 0.0364 0 11 0.0294 0 12 0.0174 0 13 0.0053 0 14 0.0012 0 15 0.0001 
24,15,95.0027,13 0 7.7106 14 0 7.2791 15 0 7.1774 12 0 7.1266 11 0 7.1194 16 0 6.3128 10 0 6.2144 9 0 5.892 17 0 5.573 8 0 4.9003 7 0 4.4634 18 0 4.4518 6 0 3.5207 19 0 3.3421 5 0 3.1321 4 0 2.3953 20 0 2.2914 3 0 2.0678 21 0 1.3298 0 2 1.2404 2 0 1.1733 0 3 1.0194 0 1 0.7381 22 0 0.6959 0 4 0.6948 0 5 0.5179 1 0 0.5121 0 6 0.3216 23 0 0.254 0 7 0.2175 0 8 0.1195 0 9 0.0705 24 0 0.065 0 10 0.0342 0 11 0.0145 0 12 0.0046 0 13 0.0024 0 14 0.0003 0 15 0.0001 
24,14,96.4483,14 0 8.0561 15 0 7.5406 13 0 7.4885 12 0 7.4311 16 0 7.3248 11 0 6.4588 17 0 6.3659 10 0 6.1054 18 0 5.4454 9 0 5.0455 8 0 4.6014 19 0 4.1902 7 0 3.583 6 0 3.1853 20 0 2.9971 5 0 2.4411 4 0 2.0742 21 0 1.8348 3 0 1.4931 0 2 1.0064 22 0 0.9669 2 0 0.8914 0 3 0.6795 0 1 0.5744 0 4 0.5148 1 0 0.4145 23 0 0.4108 0 5 0.32 0 6 0.2214 0 7 0.1041 24 0 0.1 0 8 0.0702 0 9 0.0345 0 10 0.0177 0 11 0.0057 0 12 0.0017 0 14 0 
24,13,97.6122,15 0 8.3668 14 0 7.8822 16 0 7.84 13 0 7.8035 17 0 7.4922 12 0 6.7415 11 0 6.4207 18 0 6.3425 19 0 5.274 10 0 5.2079 9 0 4.7503 20 0 3.8714 8 0 3.6511 7 0 3.2131 21 0 2.5053 6 0 2.4153 5 0 2.0453 4 0 1.4696 22 0 1.41 3 0 1.2225 0 2 0.6892 2 0 0.6355 23 0 0.5812 0 3 0.5043 0 1 0.4163 0 4 0.3061 1 0 0.2956 0 5 0.22 24 0 0.1723 0 6 0.1214 0 7 0.0718 0 8 0.0334 0 9 0.0179 0 10 0.0045 0 11 0.0015 0 12 0.0001 0 13 0 
24,12,98.3907,16 0 8.7314 15 0 8.2698 14 0 8.1769 17 0 8.092 18 0 7.5964 13 0 7.0971 12 0 6.638 19 0 6.3553 11 0 5.4237 20 0 4.9415 10 0 4.8745 9 0 3.7491 21 0 3.4194 8 0 3.2517 7 0 2.4138 6 0 2.0496 22 0 1.9621 5 0 1.4267 4 0 1.1914 23 0 0.9483 3 0 0.8263 0 2 0.5241 2 0 0.4625 0 3 0.3143 0 1 0.305 24 0 0.2708 1 0 0.22 0 4 0.2179 0 5 0.1175 0 6 0.0716 0 7 0.0334 0 8 0.0161 0 9 0.0059 0 10 0.0022 0 11 0.0002 
24,11,99.0282,17 0 9.0931 16 0 8.7424 15 0 8.6335 18 0 8.4324 19 0 7.6787 14 0 7.4582 13 0 7.0407 20 0 6.1515 12 0 5.6516 11 0 5.031 21 0 4.5158 10 0 3.8299 9 0 3.2812 22 0 2.8628 8 0 2.3663 7 0 2.0089 6 0 1.3978 23 0 1.3442 5 0 1.1695 4 0 0.7826 3 0 0.6258 24 0 0.4621 2 0 0.3184 0 2 0.3167 0 3 0.2097 0 1 0.2008 1 0 0.1474 0 4 0.1176 0 5 0.0694 0 6 0.0322 0 7 0.0167 0 8 0.0056 0 9 0.0016 0 10 0.0005 
24,10,99.4016,18 0 9.5885 17 0 9.318 16 0 9.1271 19 0 8.7014 15 0 7.9529 20 0 7.65 14 0 7.3036 21 0 5.956 13 0 5.867 12 0 5.2127 22 0 3.9286 11 0 3.9165 10 0 3.3149 9 0 2.3573 23 0 2.1074 8 0 1.9753 7 0 1.3527 6 0 1.1078 5 0 0.7221 24 0 0.7083 4 0 0.5744 3 0 0.3605 0 2 0.2183 2 0 0.2017 0 1 0.1298 0 3 0.12 1 0 0.0945 0 4 0.0723 0 5 0.0337 0 6 0.0144 0 7 0.0061 0 8 0.0026 0 9 0.0003 
24,9,99.6846,19 0 10.1157 18 0 9.8773 17 0 9.8358 20 0 9.0032 16 0 8.4508 15 0 7.847 21 0 7.5375 14 0 6.1138 22 0 5.4362 13 0 5.4211 12 0 3.9798 11 0 3.3271 23 0 2.9667 10 0 2.3317 9 0 1.9069 8 0 1.288 24 0 1.2572 7 0 1.0313 6 0 0.6665 5 0 0.5226 4 0 0.3295 3 0 0.2538 2 0 0.1276 0 2 0.1165 0 1 0.0773 0 3 0.0662 1 0 0.0551 0 4 0.0335 0 5 0.015 0 6 0.0044 0 7 0.0013 0 8 0.0003 0 9 0 
24,8,99.8283,20 0 10.7803 18 0 10.6639 19 0 10.6179 21 0 9.2838 17 0 9.0875 16 0 8.3464 22 0 7.2171 15 0 6.4286 14 0 5.5492 23 0 4.5577 13 0 4.0157 12 0 3.324 11 0 2.2868 24 0 1.9088 10 0 1.8172 9 0 1.1898 8 0 0.9436 7 0 0.6069 6 0 0.4589 5 0 0.2804 4 0 0.2218 3 0 0.1363 0 2 0.0754 2 0 0.0679 0 1 0.0438 1 0 0.0354 0 3 0.0301 0 4 0.0149 0 5 0.0045 0 6 0.0021 0 7 0.0002 
24,7,99.9179,20 0 11.6359 19 0 11.5694 21 0 11.401 18 0 9.8249 22 0 9.6025 17 0 8.8995 16 0 6.8021 23 0 6.2716 15 0 5.7494 14 0 4.039 24 0 3.3971 13 0 3.2844 12 0 2.1999 11 0 1.7451 10 0 1.0983 9 0 0.8321 8 0 0.5234 7 0 0.3975 6 0 0.2342 5 0 0.1737 4 0 0.1049 3 0 0.0757 2 0 0.038 0 2 0.0355 0 1 0.0231 1 0 0.0159 0 3 0.0157 0 4 0.0058 0 5 0.0012 0 6 0.0002 
24,6,99.9669,20 0 12.8852 21 0 12.8099 22 0 12.3082 19 0 10.8254 18 0 9.6852 23 0 9.2111 17 0 7.1487 16 0 5.9169 24 0 5.1576 15 0 4.0788 14 0 3.2215 13 0 2.086 12 0 1.6052 11 0 0.9685 10 0 0.7492 9 0 0.4578 8 0 0.321 7 0 0.1908 6 0 0.1415 5 0 0.0809 4 0 0.0589 3 0 0.032 2 0 0.016 0 2 0.0149 0 1 0.0105 1 0 0.0082 0 3 0.0056 0 4 0.0016 0 5 0 
24,5,99.988,22 0 14.6754 21 0 14.4933 23 0 12.401 20 0 12.1605 19 0 10.5121 24 0 9.1598 18 0 7.5498 17 0 6.0763 16 0 4.025 15 0 3.0889 14 0 1.9341 13 0 1.4329 12 0 0.8612 11 0 0.6084 10 0 0.3541 9 0 0.2621 8 0 0.1462 7 0 0.1 6 0 0.0572 5 0 0.0411 4 0 0.0218 3 0 0.0156 2 0 0.0067 0 2 0.0056 0 1 0.004 1 0 0.0021 0 3 0.0016 0 4 0.0004 
24,4,99.9972,22 0 17.8007 23 0 16.4638 21 0 14.0535 24 0 13.8549 20 0 12.0724 19 0 8.0356 18 0 6.2441 17 0 3.8674 16 0 2.8383 15 0 1.6907 14 0 1.2157 13 0 0.6789 12 0 0.4809 11 0 0.2646 10 0 0.187 9 0 0.0969 8 0 0.0648 7 0 0.0341 6 0 0.0247 5 0 0.012 4 0 0.0073 3 0 0.0035 2 0 0.0022 0 2 0.0017 0 1 0.0008 1 0 0.0008 0 3 0 
24,3,99.999,24 0 24.5777 23 0 20.8388 22 0 17.4234 21 0 13.2609 20 0 8.4768 19 0 6.0715 18 0 3.4744 17 0 2.4135 16 0 1.3291 15 0 0.9212 14 0 0.4794 13 0 0.3194 12 0 0.1692 11 0 0.1058 10 0 0.0542 9 0 0.0354 8 0 0.0177 7 0 0.0149 6 0 0.0058 5 0 0.0036 4 0 0.0017 3 0 0.0014 2 0 0.0006 0 2 0.0005 1 0 0.0002 0 1 0.0002 0 3 0 
24,2,99.9999,24 0 37.1509 23 0 22.1916 22 0 18.3737 21 0 9.0802 20 0 6.2796 19 0 2.9433 18 0 1.9307 17 0 0.8832 16 0 0.5554 15 0 0.2656 14 0 0.1675 13 0 0.0764 12 0 0.051 11 0 0.0211 10 0 0.0151 9 0 0.0055 8 0 0.0035 7 0 0.002 6 0 0.0008 4 0 0.0002 5 0 0.0002 2 0 0.0001 0 2 0 3 0 0 
24,1,100,24 0 65.9483 23 0 22.4625 22 0 7.6417 21 0 2.6071 20 0 0.8881 19 0 0.294 18 0 0.104 17 0 0.0352 16 0 0.0107 15 0 0.005 14 0 0.0017 13 0 0.0004 7 0 0 
23,25,55.1927,4 0 5.7965 3 0 5.5416 5 0 5.496 6 0 5.463 7 0 4.9401 0 2 4.9366 0 4 4.7328 8 0 4.7022 0 3 4.5096 0 6 4.1497 0 5 4.1458 9 0 4.006 2 0 3.5686 10 0 3.5531 0 7 3.5087 0 8 3.3646 11 0 2.8777 0 9 2.7647 0 1 2.5446 0 10 2.5378 12 0 2.325 0 11 1.9663 1 0 1.81 13 0 1.7386 0 12 1.678 14 0 1.2783 0 13 1.2198 0 14 0.9848 15 0 0.8719 0 15 0.6435 16 0 0.5646 0 16 0.4641 17 0 0.3386 0 17 0.2818 0 18 0.1842 18 0 0.178 19 0 0.0934 0 19 0.0933 0 20 0.0567 20 0 0.0326 0 21 0.0227 21 0 0.0119 0 22 0.0119 22 0 0.0026 0 23 0.0024 0 24 0.0004 23 0 0.0001 0 25 0 
23,24,60.3289,5 0 5.9034 3 0 5.8398 4 0 5.6704 6 0 5.5989 7 0 5.5654 8 0 4.9602 0 3 4.6653 9 0 4.6517 0 2 4.5182 0 5 4.1536 0 4 4.1458 10 0 3.9566 2 0 3.7009 0 6 3.484 11 0 3.4314 0 7 3.3797 0 8 2.7511 12 0 2.7145 0 9 2.5452 0 1 2.444 13 0 2.1876 0 10 1.9601 1 0 1.7734 0 11 1.6714 14 0 1.5994 0 12 1.1872 15 0 1.1122 0 13 0.9538 16 0 0.7527 0 14 0.6462 0 15 0.4932 17 0 0.4483 0 16 0.2884 18 0 0.2601 0 17 0.1878 19 0 0.1255 0 18 0.1021 0 19 0.0524 20 0 0.0522 0 20 0.0254 21 0 0.0167 0 21 0.0106 22 0 0.0049 0 22 0.0023 0 23 0.0008 23 0 0.0004 0 24 0.0001 
23,23,64.7877,6 0 6.0898 4 0 5.967 5 0 5.8055 7 0 5.6795 8 0 5.577 3 0 5.52 9 0 5.0028 0 2 4.6901 10 0 4.5857 0 4 4.1521 0 3 4.1151 11 0 3.8841 0 5 3.5208 2 0 3.473 0 6 3.3757 12 0 3.3013 0 7 2.7607 13 0 2.5838 0 8 2.5355 0 1 2.4404 14 0 1.9697 0 9 1.9416 1 0 1.7333 0 10 1.7044 15 0 1.4304 0 11 1.2113 0 12 0.9914 16 0 0.9428 0 13 0.6413 17 0 0.6094 0 14 0.475 18 0 0.3381 0 15 0.281 0 16 0.1881 19 0 0.1814 0 17 0.0993 20 0 0.0762 0 18 0.0532 21 0 0.0262 0 19 0.0192 0 20 0.0093 22 0 0.007 0 21 0.0037 23 0 0.0014 0 22 0.0009 
23,22,69.5672,5 0 6.1715 7 0 6.1074 6 0 5.927 8 0 5.7886 9 0 5.6378 4 0 5.629 3 0 5.5769 10 0 5.0049 11 0 4.564 0 3 4.1665 0 2 4.1556 12 0 3.7792 0 4 3.4684 2 0 3.4375 0 5 3.3918 13 0 3.1601 0 6 2.7722 0 7 2.5397 14 0 2.4508 0 1 2.2919 0 8 1.9327 15 0 1.7946 0 9 1.6823 1 0 1.6347 16 0 1.2361 0 10 1.2202 0 11 0.9896 17 0 0.7916 0 12 0.6587 0 13 0.4867 18 0 0.4698 0 14 0.294 19 0 0.2332 0 15 0.1891 20 0 0.1169 0 16 0.1019 0 17 0.0549 21 0 0.0397 0 18 0.0224 22 0 0.0113 0 19 0.0085 0 20 0.0024 23 0 0.0023 0 21 0.0012 
23,21,73.8089,8 0 6.3245 6 0 6.319 7 0 6.1233 9 0 5.8477 5 0 5.8085 4 0 5.7536 10 0 5.6556 3 0 5.0511 11 0 4.9757 12 0 4.4695 0 2 4.1712 13 0 3.6837 0 3 3.5064 0 4 3.3965 2 0 3.147 14 0 2.9881 0 5 2.756 0 6 2.5438 15 0 2.2139 0 1 2.2123 0 7 1.9547 0 8 1.6809 16 0 1.5793 1 0 1.5658 0 9 1.2186 17 0 1.0682 0 10 0.9753 0 11 0.6369 18 0 0.6333 0 12 0.4628 19 0 0.3491 0 13 0.287 0 14 0.1972 20 0 0.1596 0 15 0.1003 21 0 0.0695 0 16 0.0521 0 17 0.0242 22 0 0.0174 0 18 0.0088 0 19 0.0035 23 0 0.0032 0 20 0.0006 
23,20,78.2636,7 0 6.5156 9 0 6.4582 8 0 6.282 6 0 6.01 5 0 5.9321 10 0 5.9235 11 0 5.7111 4 0 5.1906 3 0 5.0028 12 0 4.942 13 0 4.4005 14 0 3.5614 0 2 3.5125 0 3 3.3889 2 0 3.0282 15 0 2.7518 0 4 2.7493 0 5 2.5165 16 0 2.0475 0 1 1.9778 0 6 1.9433 0 7 1.6815 17 0 1.4026 1 0 1.3918 0 8 1.2205 0 9 0.9631 18 0 0.8691 0 10 0.6662 19 0 0.4806 0 11 0.4677 0 12 0.2776 20 0 0.2339 0 13 0.1839 0 14 0.0962 21 0 0.0915 0 15 0.0567 22 0 0.0293 0 16 0.0203 0 17 0.0084 23 0 0.0052 0 18 0.0028 0 19 0.0011 0 20 0.0001 
23,19,81.926,8 0 6.7047 10 0 6.5966 9 0 6.4611 7 0 6.1884 6 0 6.1656 11 0 6.0766 12 0 5.6933 5 0 5.377 4 0 5.1232 13 0 4.9179 3 0 4.362 14 0 4.2575 0 2 3.3793 15 0 3.3152 0 3 2.7346 2 0 2.6791 16 0 2.5456 0 4 2.5255 0 5 1.9464 0 1 1.8381 17 0 1.7869 0 6 1.6774 1 0 1.299 0 7 1.2179 18 0 1.156 0 8 0.9711 19 0 0.6862 0 9 0.6352 0 10 0.4782 20 0 0.3303 0 11 0.2898 0 12 0.1911 21 0 0.1476 0 13 0.0969 0 14 0.0525 22 0 0.0443 0 15 0.0242 0 16 0.0101 23 0 0.0096 0 17 0.0029 0 18 0.0009 0 19 0 
23,18,85.5757,9 0 6.9629 10 0 6.7134 11 0 6.704 8 0 6.36 7 0 6.3561 12 0 6.1411 13 0 5.7463 6 0 5.5773 5 0 5.3281 14 0 4.8352 4 0 4.4408 3 0 4.1441 15 0 4.0539 16 0 3.1408 0 2 2.7307 0 3 2.5122 2 0 2.3964 17 0 2.2806 0 4 1.97 0 5 1.6998 0 1 1.5675 18 0 1.5402 0 6 1.1898 1 0 1.1463 0 7 0.9777 19 0 0.9113 0 8 0.6411 20 0 0.5009 0 9 0.4735 0 10 0.2911 21 0 0.2066 0 11 0.1815 0 12 0.0943 22 0 0.0747 0 13 0.056 0 14 0.0262 23 0 0.0124 0 15 0.0083 0 16 0.0018 0 17 0.0011 
23,17,88.543,10 0 7.1675 12 0 6.8611 11 0 6.847 9 0 6.6397 8 0 6.6277 13 0 6.2564 7 0 5.7774 14 0 5.7258 6 0 5.4991 15 0 4.748 5 0 4.582 4 0 4.2567 16 0 3.8737 3 0 3.3803 17 0 2.87 0 2 2.4956 2 0 2.0327 18 0 2.0003 0 3 1.9451 0 4 1.6761 0 1 1.3584 19 0 1.2644 0 5 1.2243 1 0 0.9863 0 6 0.9821 20 0 0.6948 0 7 0.6508 0 8 0.4678 21 0 0.3212 0 9 0.2847 0 10 0.185 22 0 0.1056 0 11 0.0947 0 12 0.0544 23 0 0.023 0 13 0.0228 0 14 0.0095 0 15 0.0028 0 16 0.0012 0 17 0 
23,16,91.256,11 0 7.4151 13 0 7.0752 12 0 7.0663 10 0 6.8784 9 0 6.822 14 0 6.2687 8 0 5.9592 7 0 5.6983 15 0 5.6797 6 0 4.7376 16 0 4.6547 5 0 4.3535 17 0 3.6214 4 0 3.4638 3 0 3.0891 18 0 2.5963 0 2 1.9437 2 0 1.7543 19 0 1.6741 0 3 1.6677 0 4 1.2147 0 1 1.1416 0 5 0.9801 20 0 0.9715 1 0 0.8121 0 6 0.6516 0 7 0.4777 21 0 0.451 0 8 0.2878 0 9 0.1898 22 0 0.1756 0 10 0.0993 0 11 0.0516 23 0 0.0358 0 12 0.0223 0 13 0.0095 0 14 0.0045 0 15 0.0005 0 16 0 
23,15,93.405,12 0 7.6629 13 0 7.2898 11 0 7.1782 14 0 7.1644 10 0 7.1209 15 0 6.3713 9 0 6.2503 8 0 5.9269 16 0 5.5872 7 0 4.8912 6 0 4.4517 17 0 4.4279 5 0 3.5067 18 0 3.319 4 0 3.1404 3 0 2.3987 19 0 2.2783 0 2 1.6645 2 0 1.4115 20 0 1.3318 0 3 1.2249 0 4 0.9942 0 1 0.9332 21 0 0.6925 1 0 0.6807 0 5 0.6451 0 6 0.477 0 7 0.2797 22 0 0.2558 0 8 0.1832 0 9 0.0985 23 0 0.0646 0 10 0.0568 0 11 0.0216 0 12 0.0109 0 13 0.0036 0 14 0.0004 
23,14,95.3373,13 0 7.9531 14 0 7.521 12 0 7.5063 11 0 7.4191 15 0 7.3794 10 0 6.4801 16 0 6.4051 9 0 6.1026 17 0 5.4559 8 0 5.0582 7 0 4.6347 18 0 4.1863 6 0 3.6146 5 0 3.1557 19 0 2.9766 4 0 2.3938 3 0 2.0708 20 0 1.8788 0 2 1.2166 2 0 1.1477 21 0 0.974 0 3 0.9675 0 1 0.7122 0 4 0.645 1 0 0.5167 0 5 0.4734 22 0 0.408 0 6 0.2799 0 7 0.1847 23 0 0.0965 0 8 0.0952 0 9 0.0531 0 10 0.0199 0 11 0.0108 0 12 0.0023 0 13 0.0008 
23,13,96.6426,14 0 8.2844 15 0 7.8407 12 0 7.8061 13 0 7.8048 16 0 7.4739 11 0 6.7821 10 0 6.4055 17 0 6.3861 18 0 5.2613 9 0 5.2064 8 0 4.7046 19 0 3.8343 7 0 3.7006 6 0 3.2286 20 0 2.5182 5 0 2.4072 4 0 2.0667 3 0 1.4805 21 0 1.432 0 2 0.9913 2 0 0.8484 0 3 0.652 22 0 0.5931 0 1 0.568 0 4 0.4796 1 0 0.4104 0 5 0.2884 0 6 0.1931 23 0 0.1644 0 7 0.096 0 8 0.0548 0 9 0.0209 0 10 0.0089 0 11 0.0017 0 12 0.0013 0 13 0.0001 
23,12,97.8264,15 0 8.7299 14 0 8.226 13 0 8.189 16 0 8.1046 17 0 7.597 12 0 7.1271 11 0 6.683 18 0 6.3592 10 0 5.4087 19 0 4.9266 9 0 4.8622 8 0 3.7288 20 0 3.4186 7 0 3.2649 6 0 2.4262 5 0 2.0291 21 0 1.9871 4 0 1.4424 3 0 1.1885 22 0 0.9518 0 2 0.6445 2 0 0.6267 0 3 0.4624 0 1 0.4007 0 4 0.2893 1 0 0.2783 23 0 0.2684 0 5 0.1917 0 6 0.0966 0 7 0.0528 0 8 0.0216 0 9 0.0097 0 10 0.0031 0 11 0.0001 
23,11,98.5842,16 0 9.1153 15 0 8.7367 14 0 8.6765 17 0 8.4254 18 0 7.641 13 0 7.455 12 0 7.0153 19 0 6.1611 11 0 5.6925 10 0 5.0214 20 0 4.5171 9 0 3.8434 8 0 3.2916 21 0 2.8586 7 0 2.3831 6 0 2.0164 5 0 1.3931 22 0 1.3122 4 0 1.1499 3 0 0.7724 23 0 0.4689 0 2 0.4649 2 0 0.4328 0 3 0.286 0 1 0.2831 1 0 0.2022 0 4 0.1871 0 5 0.1013 0 6 0.055 0 7 0.0235 0 8 0.0099 0 9 0.0029 0 10 0.0009 0 11 0.0001 
23,10,99.1608,17 0 9.5901 16 0 9.2368 15 0 9.2142 18 0 8.6649 14 0 7.9568 19 0 7.6823 13 0 7.4129 12 0 5.885 20 0 5.8672 11 0 5.1959 21 0 3.9299 10 0 3.8913 9 0 3.3173 8 0 2.3709 22 0 2.131 7 0 1.9612 6 0 1.3518 5 0 1.073 4 0 0.7352 23 0 0.6981 3 0 0.5721 2 0 0.2939 0 2 0.2829 0 3 0.187 0 1 0.1849 1 0 0.1267 0 4 0.0953 0 5 0.0554 0 6 0.0211 0 7 0.0086 0 8 0.0026 0 9 0.0005 
23,9,99.5059,18 0 10.1006 17 0 9.9128 16 0 9.7929 19 0 9.0432 15 0 8.4547 14 0 7.7397 20 0 7.5203 13 0 6.165 21 0 5.4364 12 0 5.3526 11 0 3.9402 10 0 3.3645 22 0 3.0181 9 0 2.3362 8 0 1.9184 7 0 1.3136 23 0 1.2661 6 0 1.0234 5 0 0.6727 4 0 0.5327 3 0 0.3294 0 2 0.1897 2 0 0.1831 0 1 0.1138 0 3 0.0985 1 0 0.087 0 4 0.0517 0 5 0.0248 0 6 0.0111 0 7 0.0028 0 8 0.0008 0 9 0 
23,8,99.7455,19 0 10.7529 18 0 10.6725 17 0 10.62 20 0 9.2886 16 0 9.1234 15 0 8.2945 21 0 7.2526 14 0 6.4478 13 0 5.5661 22 0 4.5179 12 0 4.0047 11 0 3.334 10 0 2.2806 23 0 1.9165 9 0 1.8474 8 0 1.1826 7 0 0.929 6 0 0.5919 5 0 0.4624 4 0 0.2929 3 0 0.2116 2 0 0.1053 0 2 0.097 0 1 0.0639 0 3 0.056 1 0 0.048 0 4 0.0239 0 5 0.0101 0 6 0.0027 0 7 0.0002 
23,7,99.8826,19 0 11.6663 18 0 11.6002 20 0 11.3881 17 0 9.8222 21 0 9.5311 16 0 8.9276 15 0 6.7806 22 0 6.3254 14 0 5.7367 13 0 4.0415 23 0 3.3609 12 0 3.2936 11 0 2.1986 10 0 1.7303 9 0 1.1028 8 0 0.8564 7 0 0.5332 6 0 0.3912 5 0 0.238 4 0 0.1718 3 0 0.1022 2 0 0.0589 0 2 0.0507 0 1 0.0342 1 0 0.0227 0 3 0.02 0 4 0.0086 0 5 0.0026 0 6 0.0005 0 7 0.0001 
23,6,99.9486,19 0 12.9123 20 0 12.8865 21 0 12.2987 18 0 10.8415 17 0 9.6568 22 0 9.1978 16 0 7.1675 15 0 5.9528 23 0 5.0827 14 0 4.022 13 0 3.2144 12 0 2.0995 11 0 1.5982 10 0 0.9966 9 0 0.746 8 0 0.441 7 0 0.3274 6 0 0.1896 5 0 0.1418 4 0 0.0837 3 0 0.0538 2 0 0.0258 0 2 0.0227 0 1 0.0156 0 3 0.0099 1 0 0.0099 0 4 0.0018 0 5 0.0007 0 6 0.0001 
23,5,99.9809,21 0 14.7365 20 0 14.5826 22 0 12.3692 19 0 12.0928 18 0 10.6093 23 0 9.0794 17 0 7.55 16 0 6.0804 15 0 4.0212 14 0 3.0564 13 0 1.9003 12 0 1.4444 11 0 0.8423 10 0 0.6275 9 0 0.3575 8 0 0.2522 7 0 0.1449 6 0 0.1003 5 0 0.055 4 0 0.0415 3 0 0.02 2 0 0.0102 0 1 0.0082 0 2 0.0077 1 0 0.0047 0 3 0.0022 0 4 0.0006 
23,4,99.9944,21 0 17.9346 22 0 16.5123 20 0 14.0062 23 0 13.7868 19 0 11.9593 18 0 8.0074 17 0 6.3153 16 0 3.8671 15 0 2.8699 14 0 1.67 13 0 1.2131 12 0 0.6806 11 0 0.4732 10 0 0.2626 9 0 0.1753 8 0 0.1042 7 0 0.067 6 0 0.0355 5 0 0.0257 4 0 0.0143 3 0 0.0076 0 2 0.0032 2 0 0.0029 0 1 0.0018 1 0 0.0012 0 3 0.0003 
23,3,99.9983,23 0 24.5392 22 0 20.8377 21 0 17.4466 20 0 13.211 19 0 8.4971 18 0 6.0931 17 0 3.4913 16 0 2.4272 15 0 1.3358 14 0 0.8939 13 0 0.4702 12 0 0.3315 11 0 0.1688 10 0 0.1106 9 0 0.0581 8 0 0.0395 7 0 0.0192 6 0 0.0126 5 0 0.0053 4 0 0.0043 3 0 0.0024 0 2 0.0008 0 1 0.0007 2 0 0.0003 1 0 0.0003 
23,2,99.9998,23 0 37.1544 22 0 22.1416 21 0 18.4059 20 0 9.0566 19 0 6.2692 18 0 2.9507 17 0 1.9227 16 0 0.8973 15 0 0.5773 14 0 0.272 13 0 0.1732 12 0 0.0761 11 0 0.0522 10 0 0.0222 9 0 0.0131 8 0 0.0065 7 0 0.0034 6 0 0.0014 5 0 0.0009 4 0 0.0005 3 0 0.0003 0 2 0.0001 2 0 0.0001 
